unit,apartment,age,gender,nationality,remainingstay_days,lengthofstay_days,extraversion,agreeableness,conscientiousness,emotional_stability,openness,sleep_schedule,noise_sensitivity,cleanliness,cleanliness_2,cooking_at_home,guests_over,smoking,alcohol,vibe,chores,conflict,flatmatefactors_priority,compatibility_importance,compatibility_overallrating,compat_dailyroutines,compat_tidiness,compat_noise,compat_interaction,compat_conflict,compat_relaxedness,sleep_schedule_num,noise_sensitivity_num,cleanliness_num,cleanliness_2_num,cooking_at_home_num,guests_over_num,smoking_num,alcohol_num,vibe_num,chores_num,conflict_num,compatibility_importance_num,compatibility_overallrating_num,compat_dailyroutines_num,compat_tidiness_num,compat_noise_num,compat_interaction_num,compat_conflict_num,compat_relaxedness_num,occupation,apartmentsize
PXG.03.1,PXG.03,22.0,male,Germany,36,76,3.5,3.0,3.5,2.5,3.0,After 02:00,Neutral,Very important,Sometimes,Every day,Rarely,Smoker,Often,Mostly private,Do them when asked,Try to solve problems through discussion,Similar daily routines,Moderately,Not at all compatible,Strongly disagree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,4.0,3,4,2,5,2,1,4,2,2,3.0,3,1,1,4,5,5,4,3,Student,4
PXG.04.3,PXG.04,24.0,unknown,Spain,36,97,3.0,3.0,3.0,3.5,3.5,Before 22:00,Neutral,Very important,Often,Rarely,Never,Smoker,Rarely,Social & lively,Often take initiative,Avoid confrontation,Reliability in shared spaces,Very,Moderately compatible,Agree,Agree,Strongly agree,Disagree,Agree,Agree,1.0,3,4,3,2,1,1,2,4,4,1.0,4,3,4,4,5,2,4,4,Apprentice / Trainee,5
PXG.04.4,PXG.04,27.0,female,Iran,279,88,2.0,4.0,2.5,3.5,2.5,00:00-02:00,Neutral,Moderately important,Most of the time,Once per week,A few times per month,Non-smoker,Never,Social & lively,Do them when asked,Try to solve problems through discussion,Respect for boundaries,Moderately,Slightly compatible,Strongly agree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,3.0,3,3,4,3,3,0,1,4,2,3.0,3,2,5,2,5,3,2,3,Employed,5
PXG.04.2,PXG.04,27.0,unknown,India,279,106,1.0,2.5,4.5,2.5,3.0,After 02:00,Somewhat sensitive,Very important,Always,Once per week,A few times per month,Non-smoker,Often,Very social,Do my fair share,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Slightly compatible,Neither agree nor disagree,Disagree,Disagree,Strongly agree,Disagree,Neither agree nor disagree,4.0,4,4,5,3,3,0,4,5,3,4.0,2,2,3,2,2,5,2,3,Student,5
PXG.04.1,PXG.04,29.0,unknown,United States,340,24,3.0,2.5,2.5,3.5,3.0,After 02:00,Neutral,Moderately important,Rarely,Once per week,Never,Non-smoker,Sometimes,Social & lively,Do them when asked,Try to solve problems through discussion,Being social and engaging,Moderately,Very compatible,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,4.0,3,3,1,3,1,0,3,4,2,3.0,3,4,2,5,3,2,5,2,Student,5
PXG.04.5,PXG.04,25.0,male,Italy,5,313,3.0,3.0,3.5,3.0,2.0,After 02:00,Neutral,Very important,Rarely,Never,Never,Non-smoker,Very often,Mostly private,Do my fair share,Try to solve problems through discussion,Not important / flexible,Extremely,Very compatible,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4.0,3,4,1,1,1,0,5,2,3,3.0,5,4,3,3,1,3,3,3,Employed,5
PXG.05.2,PXG.05,21.0,male,France,36,85,2.5,3.5,3.5,3.5,3.0,00:00-02:00,Somewhat insensitive,Moderately important,Most of the time,Never,Rarely,Non-smoker,Sometimes,Quiet & private,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Slightly,Moderately compatible,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,3.0,2,3,4,1,2,0,3,1,5,3.0,2,3,4,4,2,1,5,5,Student,5
PXG.05.5,PXG.05,25.0,unknown,India,36,85,3.0,4.5,4.0,2.5,3.0,Before 22:00,Neutral,Extremely important,Rarely,Never,A few times per month,Smoker,Never,Mostly private,Do my fair share,Compromise quickly,Shared interests / personality fit,Slightly,Moderately compatible,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,1.0,3,5,1,1,3,1,1,2,3,2.0,2,3,1,3,2,2,2,4,Student,5
PXG.05.3,PXG.05,25.0,female,Peru,5,328,2.5,4.0,3.0,3.5,4.0,22:00-00:00,Very sensitive,Extremely important,Sometimes,Several times per week,Once per week,Non-smoker,Very often,Mostly private,Take responsibility for most,Try to solve problems through discussion,Shared interests / personality fit,Very,Very compatible,Disagree,Strongly agree,Agree,Agree,Agree,Neither agree nor disagree,2.0,5,5,2,4,4,0,5,2,5,3.0,4,4,2,5,4,4,4,3,Employed,5
PXG.05.1,PXG.05,29.0,male,Germany,217,158,3.0,2.0,3.0,3.5,3.0,00:00-02:00,Neutral,Extremely important,Often,Once per week,Rarely,Non-smoker,Sometimes,Social & lively,Do my fair share,Avoid confrontation,Being social and engaging,Not at all,Very compatible,Agree,Disagree,Agree,Agree,Disagree,Strongly agree,3.0,3,5,3,3,2,0,3,4,3,1.0,1,4,4,2,4,4,2,5,Student,5
PXG.05.4,PXG.05,23.0,male,Pakistan,217,147,2.5,3.0,4.0,3.0,3.0,00:00-02:00,Somewhat sensitive,Extremely important,Sometimes,Several times per week,Rarely,Non-smoker,Sometimes,Balanced,Often take initiative,Try to solve problems through discussion,Similar daily routines,Extremely,Slightly compatible,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Strongly disagree,3.0,4,5,2,4,2,0,3,3,4,3.0,5,2,2,5,3,5,4,1,Employed,5
PXG.06.6,PXG.06,26.0,male,Italy,309,76,3.5,4.0,3.0,3.5,3.5,After 02:00,Neutral,Moderately important,Often,Several times per week,Rarely,Non-smoker,Sometimes,Quiet & private,Avoid them,Try to solve problems through discussion,Similar daily routines,Moderately,Slightly compatible,Disagree,Agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,4.0,3,3,3,4,2,0,3,1,1,3.0,3,2,2,4,5,3,4,5,Employed,6
PXG.06.2,PXG.06,21.0,female,France,36,85,2.0,2.5,3.0,3.5,2.5,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Rarely,A few times per month,Non-smoker,Sometimes,Mostly private,Avoid them,Try to solve problems through discussion,Shared interests / personality fit,Slightly,Moderately compatible,Neither agree nor disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,3.0,2,5,2,2,3,0,3,2,1,3.0,2,3,3,1,5,4,1,4,Student,6
PXG.06.5,PXG.06,21.0,male,Germany,67,134,4.0,3.0,2.5,3.0,2.5,22:00-00:00,Somewhat sensitive,Moderately important,Sometimes,Several times per week,Rarely,Non-smoker,Sometimes,Quiet & private,Take responsibility for most,Try to solve problems through discussion,Shared interests / personality fit,Extremely,Extremely compatible,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,2.0,4,3,2,4,2,0,3,1,5,3.0,5,5,5,4,5,3,4,3,Student,6
PXG.06.4,PXG.06,25.0,female,India,309,76,3.5,2.0,3.5,3.5,2.5,00:00-02:00,Somewhat insensitive,Very important,Rarely,Several times per week,A few times per month,Non-smoker,Rarely,Social & lively,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Very,Moderately compatible,Strongly agree,Agree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,3.0,2,4,1,4,3,0,2,4,5,3.0,4,3,5,4,2,5,1,1,Student,6
PXG.06.3,PXG.06,24.0,unknown,Unknown,67,316,2.5,2.5,3.5,2.5,3.5,After 02:00,Neutral,Very important,Rarely,Once per week,Never,Non-smoker,Sometimes,Balanced,Do them when asked,Try to solve problems through discussion,Being social and engaging,Very,Moderately compatible,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4.0,3,4,1,3,1,0,3,3,2,3.0,4,3,3,1,5,3,3,3,Employed,6
PXG.06.1,PXG.06,20.0,female,Serbia,309,78,3.0,2.5,3.0,3.0,3.0,00:00-02:00,Somewhat insensitive,Extremely important,Often,Every day,A few times per month,Non-smoker,Never,Very social,Often take initiative,Avoid confrontation,Respect for boundaries,Extremely,Not at all compatible,Agree,Disagree,Neither agree nor disagree,Agree,Strongly agree,Disagree,3.0,2,5,3,5,3,0,1,5,4,1.0,5,1,4,2,3,4,5,2,Student,6
PXG.07.2,PXG.07,21.0,male,Unknown,36,85,4.0,4.0,3.0,3.0,2.0,22:00-00:00,Neutral,Moderately important,Sometimes,Rarely,Rarely,Non-smoker,Often,Mostly private,Do my fair share,Compromise quickly,Respect for boundaries,Moderately,Extremely compatible,Disagree,Strongly agree,Agree,Agree,Agree,Disagree,2.0,3,3,2,2,2,0,4,2,3,2.0,3,5,2,5,4,4,4,2,Student,4
PXG.07.3,PXG.07,24.0,male,Tajikistan,340,24,2.5,3.5,2.5,2.0,2.0,22:00-00:00,Somewhat sensitive,Moderately important,Most of the time,Several times per week,Never,Smoker,Sometimes,Quiet & private,Do my fair share,Try to solve problems through discussion,Similar daily routines,Moderately,Slightly compatible,Disagree,Agree,Agree,Strongly agree,Disagree,Strongly disagree,2.0,4,3,4,4,1,1,3,1,3,3.0,3,2,2,4,4,5,2,1,Employed,4
PXG.07.4,PXG.07,21.0,male,Spain,279,97,1.0,3.0,2.0,4.0,3.0,After 02:00,Neutral,Very important,Rarely,Several times per week,A few times per month,Non-smoker,Rarely,Mostly private,Do my fair share,"Be direct, even if uncomfortable",Shared interests / personality fit,Moderately,Moderately compatible,Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Disagree,4.0,3,4,1,4,3,0,2,2,3,4.0,3,3,2,4,5,4,3,2,Student,4
PXG.07.1,PXG.07,21.0,male,Unknown,279,85,3.0,3.5,3.0,3.0,3.0,22:00-00:00,Somewhat sensitive,Extremely important,Often,Several times per week,Several times per week,Smoker,Sometimes,Balanced,Often take initiative,Prefer not to say,Not important / flexible,Moderately,Slightly compatible,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Neither agree nor disagree,2.0,4,5,3,4,5,1,3,3,4,,3,2,2,5,5,2,2,3,Student,4
PXG.08.3,PXG.08,23.0,female,France,279,85,3.0,4.5,2.5,3.5,2.0,22:00-00:00,Somewhat insensitive,Extremely important,Often,Several times per week,Never,Non-smoker,Sometimes,Balanced,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Very,Slightly compatible,Neither agree nor disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,2.0,2,5,3,4,1,0,3,3,5,3.0,4,2,3,2,4,2,3,3,Student,5
PXG.08.2,PXG.08,24.0,male,Unknown,67,311,4.0,2.0,3.5,3.0,2.5,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Once per week,A few times per month,Non-smoker,Rarely,Mostly private,Do them when asked,Try to solve problems through discussion,Reliability in shared spaces,Moderately,Slightly compatible,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,3.0,2,5,2,3,3,0,2,2,2,3.0,3,2,4,2,3,4,2,3,Unknown,5
PXG.08.1,PXG.08,33.0,male,Turkey,248,116,4.0,3.0,4.0,2.0,2.5,After 02:00,Neutral,Very important,Sometimes,Rarely,Rarely,Smoker,Very often,Balanced,Often take initiative,"Be direct, even if uncomfortable",Reliability in shared spaces,Slightly,Very compatible,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,4.0,3,4,2,2,2,1,5,3,4,4.0,2,4,3,5,3,5,4,4,Student,5
PXG.08.4,PXG.08,21.0,female,Ukraine,67,297,3.0,3.0,3.0,2.5,3.0,22:00-00:00,Somewhat insensitive,Extremely important,Often,Once per week,Rarely,Non-smoker,Rarely,Quiet & private,Avoid them,Compromise quickly,Not important / flexible,Very,Moderately compatible,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Disagree,2.0,2,5,3,3,2,0,2,1,1,2.0,4,3,4,3,4,4,3,2,Apprentice / Trainee,5
PXG.08.5,PXG.08,31.0,unknown,Germany,248,116,2.5,3.0,3.5,3.5,2.0,22:00-00:00,Neutral,Very important,Most of the time,Once per week,Never,Non-smoker,Never,Mostly private,Take responsibility for most,Compromise quickly,Being social and engaging,Slightly,Very compatible,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,2.0,3,4,4,3,1,0,1,2,5,2.0,2,4,5,4,4,4,4,5,Self-employed,5
PXG.09.5,PXG.09,23.0,unknown,India,5,258,3.5,3.5,3.5,4.0,3.0,Before 22:00,Neutral,Extremely important,Sometimes,Once per week,Once per week,Non-smoker,Sometimes,Balanced,Often take initiative,Try to solve problems through discussion,Respect for boundaries,Very,Not at all compatible,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,1.0,3,5,2,3,4,0,3,3,4,3.0,4,1,5,1,4,3,1,3,Employed,5
PXG.09.2,PXG.09,27.0,unknown,India,126,238,3.5,3.5,2.5,4.0,3.0,00:00-02:00,Somewhat insensitive,Moderately important,Most of the time,Once per week,A few times per month,Non-smoker,Often,Balanced,Take responsibility for most,Avoid confrontation,Similar daily routines,Extremely,Not at all compatible,Neither agree nor disagree,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Agree,3.0,2,3,4,3,3,0,4,3,5,1.0,5,1,3,4,1,3,5,4,Employed,5
PXG.09.3,PXG.09,23.0,male,Germany,36,116,3.0,3.0,4.0,3.0,3.5,22:00-00:00,Neutral,Very important,Rarely,Several times per week,Rarely,Non-smoker,Sometimes,Social & lively,Do my fair share,Compromise quickly,Reliability in shared spaces,Not at all,Slightly compatible,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,2.0,3,4,1,4,2,0,3,4,3,2.0,1,2,5,5,3,5,2,3,Student,5
PXG.10.2,PXG.10,26.0,male,Germany,309,55,2.5,3.0,2.5,3.5,3.0,00:00-02:00,Somewhat sensitive,Extremely important,Sometimes,Rarely,Never,Smoker,Sometimes,Very social,Do my fair share,"Be direct, even if uncomfortable",Respect for boundaries,Not at all,Extremely compatible,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Strongly disagree,3.0,4,5,2,2,1,1,3,5,3,4.0,1,5,4,3,2,3,2,1,Employed,4
PXG.10.4,PXG.10,20.0,male,Austria,248,116,1.5,3.0,3.0,2.5,4.0,22:00-00:00,Neutral,Very important,Always,Every day,Rarely,Non-smoker,Often,Balanced,Do them when asked,"Be direct, even if uncomfortable",Reliability in shared spaces,Very,Slightly compatible,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly agree,2.0,3,4,5,5,2,0,4,3,2,4.0,4,2,4,4,4,1,2,5,Student,4
PXG.10.3,PXG.10,20.0,male,Indonesia,309,55,3.0,3.5,3.5,1.0,2.0,After 02:00,Somewhat insensitive,Extremely important,Sometimes,Once per week,Once per week,Smoker,Often,Balanced,Do them when asked,Compromise quickly,Respect for boundaries,Very,Slightly compatible,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,Agree,4.0,2,5,2,3,4,1,4,3,2,2.0,4,2,5,3,1,4,5,4,Student,4
PXG.11.5,PXG.11,25.0,male,Germany,35,328,3.0,3.0,3.5,3.0,3.5,Before 22:00,Neutral,Very important,Sometimes,Rarely,Once per week,Non-smoker,Never,Quiet & private,Avoid them,"Be direct, even if uncomfortable",Being social and engaging,Very,Slightly compatible,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,1.0,3,4,2,2,4,0,1,1,1,4.0,4,2,5,4,3,5,3,3,Employed,5
PXG.11.1,PXG.11,19.0,male,North Macedonia,340,24,3.0,3.0,3.0,3.0,3.0,22:00-00:00,Very sensitive,Very important,Sometimes,Once per week,Rarely,Smoker,Rarely,Quiet & private,Do them when asked,Try to solve problems through discussion,Not important / flexible,Extremely,Extremely compatible,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,2.0,5,4,2,3,2,1,2,1,2,3.0,5,5,5,3,5,5,5,1,Student,5
PXG.11.2,PXG.11,20.0,male,Ukraine,279,116,3.5,3.0,3.5,3.5,2.5,22:00-00:00,Neutral,Slightly important,Rarely,Every day,Rarely,Non-smoker,Very often,Quiet & private,Take responsibility for most,Avoid confrontation,Being social and engaging,Not at all,Slightly compatible,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,2.0,3,2,1,5,2,0,5,1,5,1.0,1,2,5,3,4,5,4,5,Student,5
PXG.11.3,PXG.11,22.0,unknown,Canada,279,97,3.5,3.0,3.0,2.5,3.5,After 02:00,Neutral,Slightly important,Most of the time,Several times per week,Never,Non-smoker,Sometimes,Very social,Take responsibility for most,"Be direct, even if uncomfortable",Being social and engaging,Very,Slightly compatible,Strongly disagree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,4.0,3,2,4,4,1,0,3,5,5,4.0,4,2,1,4,5,5,3,4,Student,5
PXG.12.1,PXG.12,23.0,female,Italy,36,97,3.0,4.0,3.0,3.0,5.0,00:00-02:00,Neutral,Moderately important,Most of the time,Rarely,Rarely,Non-smoker,Very often,Mostly private,Do them when asked,"Be direct, even if uncomfortable",Not important / flexible,Slightly,Slightly compatible,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,3.0,3,3,4,2,2,0,5,2,2,4.0,2,2,4,3,4,4,3,4,Student,5
PXG.12.4,PXG.12,24.0,female,Unknown,36,96,3.0,3.0,3.5,4.0,3.0,00:00-02:00,Somewhat insensitive,Very important,Sometimes,Once per week,Never,Non-smoker,Often,Social & lively,Do my fair share,Compromise quickly,Shared interests / personality fit,Very,Very compatible,Strongly agree,Strongly disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,3.0,2,4,2,3,1,0,4,4,3,2.0,4,4,5,1,4,4,3,3,Unknown,5
PXG.12.3,PXG.12,24.0,female,United States,5,269,3.0,2.5,3.0,3.0,3.0,22:00-00:00,Somewhat sensitive,Very important,Most of the time,Several times per week,Never,Non-smoker,Sometimes,Quiet & private,Do them when asked,Compromise quickly,Being social and engaging,Slightly,Slightly compatible,Agree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,2.0,4,4,4,4,1,0,3,1,2,2.0,2,2,4,4,1,3,4,4,Employed,5
PXG.12.5,PXG.12,26.0,male,Poland,95,288,3.0,3.5,2.5,3.5,3.0,00:00-02:00,Somewhat insensitive,Very important,Often,Several times per week,Once per week,Non-smoker,Sometimes,Balanced,Do my fair share,Try to solve problems through discussion,Being social and engaging,Moderately,Extremely compatible,Strongly agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,3.0,2,4,3,4,4,0,3,3,3,3.0,3,5,5,4,4,3,4,4,Employed,5
PXG.13.3,PXG.13,22.0,male,Italy,36,85,3.0,3.0,3.0,2.5,3.0,Before 22:00,Neutral,Extremely important,Often,Rarely,A few times per month,Smoker,Often,Mostly private,Take responsibility for most,Compromise quickly,Respect for boundaries,Slightly,Slightly compatible,Agree,Agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1.0,3,5,3,2,3,1,4,2,5,2.0,2,2,4,4,5,3,3,3,Student,4
PXG.13.1,PXG.13,24.0,male,Unknown,340,54,2.5,4.0,3.5,3.5,3.5,22:00-00:00,Very sensitive,Extremely important,Most of the time,Every day,A few times per month,Non-smoker,Never,Social & lively,Often take initiative,Try to solve problems through discussion,Being social and engaging,Moderately,Slightly compatible,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,2.0,5,5,4,5,3,0,1,4,4,3.0,3,2,5,1,4,4,4,5,Unknown,4
PXG.13.4,PXG.13,24.0,unknown,Unknown,126,267,3.0,3.5,3.5,2.0,1.5,22:00-00:00,Somewhat insensitive,Very important,Rarely,Once per week,Rarely,Non-smoker,Very often,Balanced,Do them when asked,Try to solve problems through discussion,Not important / flexible,Moderately,Not at all compatible,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,2.0,2,4,1,3,2,0,5,3,2,3.0,3,1,4,4,3,4,5,4,Unknown,4
PXG.13.2,PXG.13,26.0,male,Poland,340,24,2.0,2.5,3.0,2.0,2.5,00:00-02:00,Somewhat insensitive,Very important,Most of the time,Never,Rarely,Non-smoker,Very often,Mostly private,Do my fair share,"Be direct, even if uncomfortable",Respect for boundaries,Slightly,Very compatible,Disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,3.0,2,4,4,1,2,0,5,2,3,4.0,2,4,2,3,4,2,3,3,Employed,4
PXH.01.1,PXH.01,27.0,unknown,Turkey,309,55,3.5,3.0,2.0,3.0,3.5,22:00-00:00,Neutral,Extremely important,Often,Never,Once per week,Smoker,Never,Social & lively,Often take initiative,"Be direct, even if uncomfortable",Being social and engaging,Moderately,Slightly compatible,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,2.0,3,5,3,1,4,1,1,4,4,4.0,3,2,3,1,3,4,4,5,Student,4
PXH.01.4,PXH.01,40.0,male,Colombia,156,214,2.5,3.0,2.5,3.0,3.0,22:00-00:00,Neutral,Very important,Rarely,Never,Several times per week,Non-smoker,Often,Social & lively,Do them when asked,Try to solve problems through discussion,Not important / flexible,Extremely,Very compatible,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,2.0,3,4,1,1,5,0,4,4,2,3.0,5,4,5,4,1,3,1,3,Employed,4
PXH.01.3,PXH.01,21.0,male,France,5,191,3.0,3.0,3.0,3.5,3.0,22:00-00:00,Neutral,Very important,Sometimes,Several times per week,A few times per month,Non-smoker,Rarely,Balanced,Often take initiative,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Very compatible,Disagree,Disagree,Neither agree nor disagree,Strongly disagree,Agree,Strongly agree,2.0,3,4,2,4,3,0,2,3,4,3.0,2,4,2,2,3,1,4,5,Student,4
PXH.01.2,PXH.01,21.0,female,France,279,85,2.5,2.5,2.5,3.5,3.0,After 02:00,Somewhat insensitive,Moderately important,Rarely,Rarely,Rarely,Smoker,Never,Mostly private,Avoid them,Compromise quickly,Shared interests / personality fit,Very,Moderately compatible,Agree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,4.0,2,3,1,2,2,1,1,2,1,2.0,4,3,4,4,4,3,1,1,Student,4
PXH.02.1,PXH.02,23.0,female,Germany,36,85,3.5,2.5,3.0,2.5,3.0,Before 22:00,Neutral,Extremely important,Rarely,Never,A few times per month,Non-smoker,Often,Mostly private,Take responsibility for most,"Be direct, even if uncomfortable",Respect for boundaries,Very,Slightly compatible,Agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,1.0,3,5,1,1,3,0,4,2,5,4.0,4,2,4,3,4,5,5,4,Student,2
PXH.02.2,PXH.02,22.0,female,Germany,67,116,2.5,3.5,2.5,2.0,3.0,After 02:00,Neutral,Very important,Sometimes,Once per week,Never,Non-smoker,Sometimes,Social & lively,Do them when asked,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Moderately compatible,Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,4.0,3,4,2,3,1,0,3,4,2,3.0,2,3,3,2,2,3,3,4,Apprentice / Trainee,2
PXH.03.1,PXH.03,39.0,male,Turkey,217,147,2.5,3.0,2.5,4.5,4.0,After 02:00,Somewhat sensitive,Moderately important,Sometimes,Several times per week,Rarely,Non-smoker,Rarely,Very social,Often take initiative,"Be direct, even if uncomfortable",Not important / flexible,Very,Moderately compatible,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,Strongly agree,Neither agree nor disagree,4.0,4,3,2,4,2,0,2,5,4,4.0,4,3,5,1,3,4,5,3,Job-seeking,3
PXH.03.3,PXH.03,22.0,male,Unknown,36,127,3.0,3.5,2.5,3.5,2.5,After 02:00,Neutral,Very important,Sometimes,Several times per week,Several times per week,Non-smoker,Often,Mostly private,Take responsibility for most,Try to solve problems through discussion,Being social and engaging,Slightly,Moderately compatible,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly agree,4.0,3,4,2,4,5,0,4,2,5,3.0,2,3,5,3,3,4,4,5,Student,3
PXH.03.2,PXH.03,24.0,male,Unknown,309,55,3.0,2.5,3.0,3.0,3.5,22:00-00:00,Very sensitive,Extremely important,Sometimes,Rarely,A few times per month,Non-smoker,Never,Balanced,Do my fair share,Avoid confrontation,Similar daily routines,Slightly,Very compatible,Agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,2.0,5,5,2,2,3,0,1,3,3,1.0,2,4,4,4,3,5,2,4,Unknown,3
PXI.07.9,PXI.07,23.0,female,United States,279,105,3.5,2.5,3.0,3.0,2.5,Before 22:00,Somewhat insensitive,Moderately important,Sometimes,Several times per week,Several times per week,Non-smoker,Sometimes,Mostly private,Take responsibility for most,Compromise quickly,Respect for boundaries,Very,Moderately compatible,Neither agree nor disagree,Disagree,Disagree,Disagree,Agree,Disagree,1.0,2,3,2,4,5,0,3,2,5,2.0,4,3,3,2,2,2,4,2,Student,9
PXI.07.8,PXI.07,37.0,unknown,South Korea,248,118,3.0,3.5,4.0,4.0,3.5,00:00-02:00,Neutral,Extremely important,Sometimes,Several times per week,Several times per week,Non-smoker,Very often,Balanced,Do them when asked,Compromise quickly,Similar daily routines,Slightly,Moderately compatible,Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,3.0,3,5,2,4,5,0,5,3,2,2.0,2,3,5,2,3,3,2,3,Employed,9
PXI.07.3,PXI.07,22.0,unknown,Taiwan,279,96,3.5,3.0,3.0,2.5,3.0,22:00-00:00,Neutral,Extremely important,Always,Rarely,Rarely,Non-smoker,Never,Very social,Do my fair share,Try to solve problems through discussion,Similar daily routines,Slightly,Extremely compatible,Agree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,2.0,3,5,5,2,2,0,1,5,3,3.0,2,5,4,2,1,3,5,5,Student,9
PXI.07.4,PXI.07,23.0,male,Iran,248,116,3.0,1.5,3.0,2.5,3.5,Before 22:00,Somewhat sensitive,Very important,Sometimes,Several times per week,Once per week,Non-smoker,Rarely,Mostly private,Do my fair share,Try to solve problems through discussion,Being social and engaging,Moderately,Very compatible,Disagree,Strongly agree,Disagree,Neither agree nor disagree,Disagree,Agree,1.0,4,4,2,4,4,0,2,2,3,3.0,3,4,2,5,2,3,2,4,Employed,9
PXI.07.1,PXI.07,22.0,male,France,279,99,2.5,3.0,2.5,3.5,2.5,22:00-00:00,Somewhat sensitive,Very important,Most of the time,Several times per week,A few times per month,Non-smoker,Rarely,Balanced,Take responsibility for most,"Be direct, even if uncomfortable",Reliability in shared spaces,Extremely,Not at all compatible,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,2.0,4,4,4,4,3,0,2,3,5,4.0,5,1,4,4,3,3,3,3,Student,9
PXI.07.6,PXI.07,24.0,male,United States,248,120,2.0,4.0,3.5,3.0,2.5,After 02:00,Somewhat sensitive,Very important,Most of the time,Every day,Several times per week,Smoker,Often,Balanced,Often take initiative,Avoid confrontation,Reliability in shared spaces,Moderately,Moderately compatible,Agree,Agree,Agree,Strongly disagree,Strongly agree,Disagree,4.0,4,4,4,5,5,1,4,3,4,1.0,3,3,4,4,4,1,5,2,Student,9
